Sample	Sampling	Contig	PeakStart	PeakEnd	ReadCount	ReadDepth
3-1-16	BOOTSTRAP9	NZ_JH724079.1	3982480	3983214	0	0
3-1-16	BOOTSTRAP9	NZ_JH724079.1	4000331	4000875	27	9
3-1-16	BOOTSTRAP9	NZ_JH724080.1	96489	97542	251	82
3-1-16	BOOTSTRAP9	NZ_JH724080.1	133931	134665	0	0
3-1-16	BOOTSTRAP9	NZ_JH724080.1	196609	197153	102	30
3-1-16	BOOTSTRAP9	NZ_JH724080.1	198643	199377	20	12
3-1-16	BOOTSTRAP9	NZ_JH724080.1	218104	218838	2	2
3-1-16	BOOTSTRAP9	NZ_JH724080.1	247177	247911	0	0
3-1-16	BOOTSTRAP9	NZ_JH724080.1	259942	260486	21	15
3-1-16	BOOTSTRAP9	NZ_JH724080.1	290857	291591	0	0
3-1-16	BOOTSTRAP9	NZ_JH724080.1	334280	335014	270	80
3-1-16	BOOTSTRAP9	NZ_JH724080.1	410206	410940	1495	465
3-1-16	BOOTSTRAP9	NZ_JH724080.1	424217	424761	34	14
3-1-16	BOOTSTRAP9	NZ_JH724080.1	465144	465878	0	0
3-1-16	BOOTSTRAP9	NZ_JH724080.1	576042	576776	0	0
3-1-16	BOOTSTRAP9	NZ_JH724080.1	583726	584270	9	6
3-1-16	BOOTSTRAP9	NZ_JH724081.1	65913	66647	0	0
3-1-16	BOOTSTRAP9	NZ_JH724081.1	128351	129085	0	0
3-1-16	BOOTSTRAP9	NZ_JH724081.1	161231	161965	0	0
3-1-16	BOOTSTRAP9	NZ_JH724081.1	196336	196880	17	6
3-1-16	BOOTSTRAP9	NZ_JH724081.1	308654	309388	1036	309
3-1-16	BOOTSTRAP9	NZ_JH724081.1	333049	333783	1	1
3-1-16	BOOTSTRAP9	NZ_JH724081.1	346334	347068	0	0
3-1-16	BOOTSTRAP9	NZ_JH724081.1	360493	361227	0	0
3-1-16	BOOTSTRAP9	NZ_JH724081.1	361828	362372	1980	512
3-1-16	BOOTSTRAP9	NZ_JH724081.1	409540	410274	3	3
3-1-16	BOOTSTRAP9	NZ_JH724081.1	485886	486620	0	0
3-1-16	BOOTSTRAP9	NZ_JH724081.1	504763	505497	2	2
3-1-16	BOOTSTRAP9	NZ_JH724081.1	508475	509019	60	19
3-1-16	BOOTSTRAP9	NZ_JH724082.1	6999	7543	22	9
3-1-16	BOOTSTRAP9	NZ_JH724082.1	9923	10467	4	3
3-1-16	BOOTSTRAP9	NZ_JH724082.1	15792	16526	1	1
3-1-16	BOOTSTRAP9	NZ_JH724082.1	197654	198198	5	2
3-1-16	BOOTSTRAP9	NZ_JH724082.1	211583	212317	0	0
3-1-16	BOOTSTRAP10	NZ_JH724079.1	67578	68312	1	1
3-1-16	BOOTSTRAP10	NZ_JH724079.1	274534	275268	0	0
3-1-16	BOOTSTRAP10	NZ_JH724079.1	524767	525501	2	1
3-1-16	BOOTSTRAP10	NZ_JH724079.1	552265	552999	168	62
3-1-16	BOOTSTRAP10	NZ_JH724079.1	598995	599729	0	0
3-1-16	BOOTSTRAP10	NZ_JH724079.1	647503	648237	6	6
3-1-16	BOOTSTRAP10	NZ_JH724079.1	657177	657911	1978	1474
3-1-16	BOOTSTRAP10	NZ_JH724079.1	787220	787954	0	0
3-1-16	BOOTSTRAP10	NZ_JH724079.1	794357	795091	306	101
3-1-16	BOOTSTRAP10	NZ_JH724079.1	824145	824879	60	28
3-1-16	BOOTSTRAP10	NZ_JH724079.1	868394	869128	398	101
3-1-16	BOOTSTRAP10	NZ_JH724079.1	914721	915455	20	20
3-1-16	BOOTSTRAP10	NZ_JH724079.1	1069096	1069830	193	52
3-1-16	BOOTSTRAP10	NZ_JH724079.1	1144079	1144813	0	0
3-1-16	BOOTSTRAP10	NZ_JH724079.1	1280280	1281014	915	914
3-1-16	BOOTSTRAP10	NZ_JH724079.1	1432260	1432994	0	0
3-1-16	BOOTSTRAP10	NZ_JH724079.1	1519955	1520689	0	0
3-1-16	BOOTSTRAP10	NZ_JH724079.1	1591290	1591834	311	96
3-1-16	BOOTSTRAP10	NZ_JH724079.1	1654364	1655098	0	0
3-1-16	BOOTSTRAP10	NZ_JH724079.1	1706122	1706856	0	0
3-1-16	BOOTSTRAP10	NZ_JH724079.1	1760420	1761531	1904	455
3-1-16	BOOTSTRAP10	NZ_JH724079.1	1774169	1774903	0	0
3-1-16	BOOTSTRAP10	NZ_JH724079.1	1900536	1901270	0	0
3-1-16	BOOTSTRAP10	NZ_JH724079.1	1953115	1953849	0	0
3-1-16	BOOTSTRAP10	NZ_JH724079.1	2193257	2193991	0	0
3-1-16	BOOTSTRAP10	NZ_JH724079.1	2201194	2201928	0	0
3-1-16	BOOTSTRAP10	NZ_JH724079.1	2426945	2427679	42	15
3-1-16	BOOTSTRAP10	NZ_JH724079.1	2450764	2451498	0	0
3-1-16	BOOTSTRAP10	NZ_JH724079.1	2522236	2522970	0	0
3-1-16	BOOTSTRAP10	NZ_JH724079.1	2612400	2613134	0	0
3-1-16	BOOTSTRAP10	NZ_JH724079.1	2671944	2672678	0	0
3-1-16	BOOTSTRAP10	NZ_JH724079.1	2672739	2673283	36	13
3-1-16	BOOTSTRAP10	NZ_JH724079.1	2777994	2778819	120	77
3-1-16	BOOTSTRAP10	NZ_JH724079.1	2800643	2802111	1895	480
3-1-16	BOOTSTRAP10	NZ_JH724079.1	2810204	2810748	10	4
3-1-16	BOOTSTRAP10	NZ_JH724079.1	2814259	2814993	0	0
3-1-16	BOOTSTRAP10	NZ_JH724079.1	2845458	2846192	0	0
3-1-16	BOOTSTRAP10	NZ_JH724079.1	2914172	2914906	0	0
3-1-16	BOOTSTRAP10	NZ_JH724079.1	2965860	2966594	0	0
3-1-16	BOOTSTRAP10	NZ_JH724079.1	3009281	3009825	2710	706
3-1-16	BOOTSTRAP10	NZ_JH724079.1	3189492	3190226	0	0
3-1-16	BOOTSTRAP10	NZ_JH724079.1	3192465	3193199	0	0
3-1-16	BOOTSTRAP10	NZ_JH724079.1	3229626	3230170	627	263
3-1-16	BOOTSTRAP10	NZ_JH724079.1	3243529	3244263	195	68
3-1-16	BOOTSTRAP10	NZ_JH724079.1	3264057	3264791	3	3
3-1-16	BOOTSTRAP10	NZ_JH724079.1	3370840	3371894	346	86
3-1-16	BOOTSTRAP10	NZ_JH724079.1	3423299	3424033	30	12
3-1-16	BOOTSTRAP10	NZ_JH724079.1	3585192	3585926	0	0
3-1-16	BOOTSTRAP10	NZ_JH724079.1	3624887	3625621	0	0
3-1-16	BOOTSTRAP10	NZ_JH724079.1	3689041	3689775	3	2
3-1-16	BOOTSTRAP10	NZ_JH724079.1	3690787	3691331	100	39
3-1-16	BOOTSTRAP10	NZ_JH724079.1	3763406	3764140	0	0
3-1-16	BOOTSTRAP10	NZ_JH724079.1	3813584	3814318	4	4
3-1-16	BOOTSTRAP10	NZ_JH724079.1	3982480	3983214	0	0
3-1-16	BOOTSTRAP10	NZ_JH724079.1	4000331	4000875	26	10
3-1-16	BOOTSTRAP10	NZ_JH724080.1	96489	97542	232	72
3-1-16	BOOTSTRAP10	NZ_JH724080.1	133931	134665	0	0
3-1-16	BOOTSTRAP10	NZ_JH724080.1	196609	197153	97	30
3-1-16	BOOTSTRAP10	NZ_JH724080.1	198643	199377	18	11
3-1-16	BOOTSTRAP10	NZ_JH724080.1	218104	218838	0	0
3-1-16	BOOTSTRAP10	NZ_JH724080.1	247177	247911	0	0
3-1-16	BOOTSTRAP10	NZ_JH724080.1	259942	260486	20	12
3-1-16	BOOTSTRAP10	NZ_JH724080.1	290857	291591	0	0
3-1-16	BOOTSTRAP10	NZ_JH724080.1	334280	335014	294	78
3-1-16	BOOTSTRAP10	NZ_JH724080.1	410206	410940	1544	478
3-1-16	BOOTSTRAP10	NZ_JH724080.1	424217	424761	36	13
3-1-16	BOOTSTRAP10	NZ_JH724080.1	465144	465878	0	0
3-1-16	BOOTSTRAP10	NZ_JH724080.1	576042	576776	0	0
3-1-16	BOOTSTRAP10	NZ_JH724080.1	583726	584270	13	7
3-1-16	BOOTSTRAP10	NZ_JH724081.1	65913	66647	0	0
3-1-16	BOOTSTRAP10	NZ_JH724081.1	128351	129085	0	0
3-1-16	BOOTSTRAP10	NZ_JH724081.1	161231	161965	0	0
3-1-16	BOOTSTRAP10	NZ_JH724081.1	196336	196880	22	13
3-1-16	BOOTSTRAP10	NZ_JH724081.1	308654	309388	1057	344
3-1-16	BOOTSTRAP10	NZ_JH724081.1	333049	333783	1	1
3-1-16	BOOTSTRAP10	NZ_JH724081.1	346334	347068	0	0
3-1-16	BOOTSTRAP10	NZ_JH724081.1	360493	361227	1	1
3-1-16	BOOTSTRAP10	NZ_JH724081.1	361828	362372	2001	455
3-1-16	BOOTSTRAP10	NZ_JH724081.1	409540	410274	11	9
3-1-16	BOOTSTRAP10	NZ_JH724081.1	485886	486620	0	0
3-1-16	BOOTSTRAP10	NZ_JH724081.1	504763	505497	1	1
3-1-16	BOOTSTRAP10	NZ_JH724081.1	508475	509019	71	29
3-1-16	BOOTSTRAP10	NZ_JH724082.1	6999	7543	18	7
3-1-16	BOOTSTRAP10	NZ_JH724082.1	9923	10467	7	5
3-1-16	BOOTSTRAP10	NZ_JH724082.1	15792	16526	2	2
3-1-16	BOOTSTRAP10	NZ_JH724082.1	197654	198198	2	2
3-1-16	BOOTSTRAP10	NZ_JH724082.1	211583	212317	0	0
